scene_id,qx,qy,qz,qw,x,y,z,width,label
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.7366730600540174,-0.3615538083584529,-0.5033144396913144,-0.2706773375263759,0.2266428317235038,0.0987576576395731,0.1667075265703109,0.0513128675124801,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.6924240703118336,-0.3320821701886935,0.5111741673879566,0.385968016409119,0.1312675812352502,0.2414001312743628,0.161210855916298,0.0261729551523468,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.2118693529126712,-0.6800086580210576,0.6407333113726016,0.286636400358132,0.2230882856708433,0.2190904594027495,0.0817433543946962,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.2224326263829909,-0.6913519544363512,0.5828330482590813,0.3645021806168376,0.2476685776223914,0.2150326219403705,0.156548638833898,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.2213371189387739,-0.6967485982834536,-0.5634539776309238,-0.3847997994565694,0.1498087488989357,0.1568994334302725,0.1811571524653273,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.3178293058456762,-0.7326065895016525,0.2127811319502103,0.563024251032227,0.2180085550835889,0.1985489315110338,0.2429431682452575,0.0628690586652458,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.2331091663578879,-0.8897858770746394,0.0386121355196276,0.3904488602993474,0.2192546186962034,0.1748553700712466,0.2771048201949106,0.0549659655526837,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.095199843781348,-0.8924120235754736,0.3527197477910214,0.2648141790769021,0.2119549993023834,0.2029168110990657,0.2292136490767727,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.9298009177685402,-0.2722656067344258,0.237173345562188,0.0713477179814064,0.142052290068637,0.197237627661563,0.2317731832951196,0.0647003755690201,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.7494398995177135,-0.3741729194308752,-0.4995612503515091,-0.2208461467236687,0.2173530611999315,0.1158817411987374,0.1664245673327757,0.0671876022073231,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.1779717157670181,-0.7008337091481902,0.6540681460373214,0.2221554429849399,0.1878311204241017,0.2485271367094648,0.100351793692667,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.043294468769073,-0.950197462305166,0.2632529728094944,-0.1610845861955442,0.1696348418332126,0.1949416818730127,0.214108790481925,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.219873108090562,-0.6995846217967474,0.5620536281820185,0.3825348249918264,0.2275861020187472,0.1870090105697822,0.1225856230066448,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.2253260043203211,-0.685345288978294,0.5878275650617136,0.3660447792359756,0.2291077220776535,0.2047706762012074,0.0724333176388279,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.0361256597772816,-0.8631125472711116,0.4997842878318034,0.062827805033174,0.1917964326221854,0.230760329145412,0.1701468372448728,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,0.7366730600540174,-0.3615538083584529,-0.5033144396913144,-0.2706773375263759,0.2266428317235038,0.0987576576395731,0.1667075265703109,0.0513128675124801,1
dbe5e8fde8dd4507b6d6124efc333bff_c_1,0.6924240703118336,-0.3320821701886935,0.5111741673879566,0.385968016409119,0.1312675812352502,0.2414001312743628,0.161210855916298,0.0261729551523468,1
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.0715280952502949,-0.9008696941662688,0.3924606083214497,0.1711496323063411,0.2035901287143321,0.2189998710169581,0.2444972632053647,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,0.3178293058456762,-0.7326065895016525,0.2127811319502103,0.563024251032227,0.2180085550835889,0.1985489315110338,0.2429431682452575,0.0628690586652458,1
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.2256573778831399,-0.6845400463800223,-0.5888510554806929,-0.3657022110518566,0.1136334184670326,0.1111732002757637,0.0982930449948184,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.349975211888636,-0.5938268634023686,0.6898161688097556,0.2214512601315239,0.216601249446353,0.2060066847168205,0.125225532726793,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,0.2331091663578879,-0.8897858770746394,0.0386121355196276,0.3904488602993474,0.2192546186962034,0.1748553700712466,0.2771048201949106,0.0549659655526837,1
